Transaction,Address,Amount
0,0xD5B5b26521665Cb37623DCA0E49c553b41dbF076,0.00017483
0,0xd966197B3703b886E8f2f7d040207772ACeE1147,0.00024975
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00094905
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00094905
0,0x39415255619783A2E71fcF7d8f708A951d92e1b6,0.00994005
0,0xD5B5b26521665Cb37623DCA0E49c553b41dbF076,0.00104895
0,0x39415255619783A2E71fcF7d8f708A951d92e1b6,0.01593405
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00505263
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00994005
0,0x5b97680e165B4DbF5C45f4ff4241e85F418c66C2,0.09985005
0,0x5b97680e165B4DbF5C45f4ff4241e85F418c66C2,1.09885005
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00294705
0,0xbF7D65D769E82E7B862df338223263ba33F72623,0.00034965
0,0xEb417bE70529D525485A9C71cE428166be86E8D2,0.00044955
0,0xB0E96399485cf77bc97f64c27DA250Ef2582A1fb,0.00084915
0,0xB0E96399485cf77bc97f64c27DA250Ef2582A1fb,0.00034965
0,0xB8Bd8f4c420ada4D999F2619503d5aaa139eD7C2,0.01050145
0,0xBCff81420d024627eDd07AB9468Aff7881805D57,0.00294705
0,0x60c38E6f5735EE81240e3A9857147e9438B01ba0,0.00999
0,0x5307De8BbA0D6354E6Cd6E03Ed90426A0a4C897A,0.00094905
0,0x5307De8BbA0D6354E6Cd6E03Ed90426A0a4C897A,0.00044955
0,0x5307De8BbA0D6354E6Cd6E03Ed90426A0a4C897A,0.00094905
0,0x5307De8BbA0D6354E6Cd6E03Ed90426A0a4C897A,0.00094905
0,0x5307De8BbA0D6354E6Cd6E03Ed90426A0a4C897A,0.00094905
0,0xa6BEb644BB0c7ebaEFa020e893DE5c4d8dF02077,0.00074925
0,0x3CeA18057894e09A253409a79e8247b07331d44b,0.00094905
0,0x0D2C626E4A23D6754b6a7e0e27f4F97124abF47c,0.00044955
0,0xC8dDA504356195ba5344E5a9826Ce07DfEaA97b6,0.09985005
0,0xC88E5345016E89a72bFB8B51ec2395272ADD3EFd,0.00412057
0,0xFB87bCF203b78d9B67719b7EEa3b6B65A208961B,0.00094905
0,0xD5B5b26521665Cb37623DCA0E49c553b41dbF076,0.00030969
0,0xFB87bCF203b78d9B67719b7EEa3b6B65A208961B,0.00094905
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00164835
0,0x33d5aE8c393B19306E893116CaD659BEC61AFDB2,0.00964035
0,0x5a704C4BaA9295542bbcE855cb978CEBD3cADFC5,0.02262735
0,0x9901a742e0B0873C83Eee2826b97319Ac085b94A,0.01073925
0,0x33d5aE8c393B19306E893116CaD659BEC61AFDB2,0.09955035
0,0x5a704C4BaA9295542bbcE855cb978CEBD3cADFC5,22.99999998
0,0x33d5aE8c393B19306E893116CaD659BEC61AFDB2,2.99625075
0,0xd966197B3703b886E8f2f7d040207772ACeE1147,0.04860135
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00011316
0,0x68F593572402632C724bc2d2fCa05e91541269F3,0.24940035
0,0xD5B5b26521665Cb37623DCA0E49c553b41dbF076,0.00069131
0,0xD5B5b26521665Cb37623DCA0E49c553b41dbF076,0.0005993999999999999
0,0xF23515ac4C35b164675ba2244316Ce2b2c70C988,0.00964035
0,0xDD3b9186Da521AbE707B48B8f805Fb3Cd5EEe0EE,0.00464535
0,0xbF7D65D769E82E7B862df338223263ba33F72623,0.00064935
0,0x2F07cE39C53Decae179ba5E797CE98f78e7332FC,0.00064935
0,0xC4Ea2d9870e9c98B2269370eb58438B3dEeA7286,0.00964035
0,0x0035Fc5208eF989c28d47e552E92b0C507D2B318,0.00964035
0,0x2f71129b240080C638ac8d993BFF52169E3551c3,0.00994585
0,0x3278776fdb3a3d786c93f3BFbCDD5862aA49a7Ef,0.01063935
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0x29357A20CCBB5E4B1e6ADc9D43b3eE039C7962af,0.00125874
0,0x974409D7De7Ab4a3df82Be66Eed46D38d663ee2d,0.04960035
0,0x4CC1253B1af871a8bfC2880d8Eac8F33Ae7bF779,0.01963035
0,0x010afb8548a5D1a3a3D62f58CA0a5A1329974206,0.0272226
0,0x9e2c324BB39fC9E1375339047960D47aba75Ccb7,0.00964035
0,0xFE45AB17919759cFa2ce35215eaD5Ca4D1fC73c7,0.00024975
0,0x4927a1FC4af61bE598Ac7DAB95d4F4bDA2564501,0.99865035
0,0x7A8EDc710dDEAdDDB0B539DE83F3a306A621E823,0.98866035
0,0xb4F76A20e05211991De6AC4cb4a219520CaADa0D,0.01073925
0,0xDF900e740116c863e8B9995b666c4891F95f321E,0.04960035
0,0xeDF4A91EBec2270c12991704AB010ecB93565B2d,0.001
0,0x7BaefD3ef84970077FFb5d8D7AA70eA55DBa97a8,0.00999999
0,0x0e3277fD54CD49198d1d033ab92558e86a1dAeeb,0.00964035
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00064935
0,0xAD6Accb11F8E483B93558B600199aC008182455d,0.09955035
0,0x649b729D939ffD45416D987EB3D4Efe36BBC69ae,0.00964035
0,0x7A8EDc710dDEAdDDB0B539DE83F3a306A621E823,1.09855035
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00074925
0,0xa4003D6F5f41904bBc6a76ab1Cd9C8371548A8e8,0.00176823
0,0xD68A5ccDe1e5273c79Cd40711fE4750122cdD865,0.47130451
0,0xd21b32470E1206E67CB3022e5fE1BBb494DD1aa5,0.40847413
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.02498388
0,0xB7562F12E41C762CeCDA99d62Bd6EAC7b0C3B4c1,0.00164835
0,0x904b9D7145a79176b945563A5c95884A1F68adae,1.99765035
0,0xce58c71F350C5d52c27c8BBe6200fC2fD46e42Bb,0.00964035
0,0x5642737b36c847D421720CbC177d6a71db07a22a,0.47230922
0,0xA1C0534EE785A30455fCd45BBdeE3a6B6227632D,0.00964035
0,0x61D9f932d32e80E7DFDE716A58E6FA8dEcFa1FB5,0.02462535
0,0x12A1E8f498501c2CCE0967F8b9717b28492fC668,0.49915035
0,0xce58c71F350C5d52c27c8BBe6200fC2fD46e42Bb,0.99865035
0,0xA1C0534EE785A30455fCd45BBdeE3a6B6227632D,0.08956035
0,0xDe54385137f50638703cE4CD1e89F57e966dc1D4,0.49915035
0,0x5e055693D6FeE356ABe3Ff5960584b839184101E,0.02962035
0,0xAD6Accb11F8E483B93558B600199aC008182455d,0.15449535
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00084915
0,0x3E7dd7DF9C1FfD12B8ecD94A27472BDc4d87AB7E,0.20944035
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.12589035
0,0x5D12DD05DE5F27541c94bd3564a51Cd74e7E99FF,0.00014985
0,0xaF12fC91Ac7de12E1c811af5AE91b64647713A21,0.32064637
0,0xa9bA157770045CfFe977601fD46b9Cc3C4429604,0.09905085
0,0x35831dD1B909058c06d1A81d652bAE40C10F70Df,1.00864035
0,0x644239848C7b402D813295893dB428aaE7CC4CB5,0.07957035
0,0x3b62C1Ae64a1175650fD4cE5fE847E32Ce3F9304,0.10054935
0,0xB79a5eD2dF0442c66FE395Fd19B793F8EB5557Ec,0.09955035
0,0xFe6f6c8C72FEaA135715CC15a4F20E1F4F716669,1.00064835
0,0x61D9f932d32e80E7DFDE716A58E6FA8dEcFa1FB5,0.01063935
0,0xD9545864e669C8517082232A465A5DCA57aDAa87,0.09955035
0,0x832C28E876BdB99147c44CD306bffeeA816C98c1,0.00864135
0,0x44f23278fE2e1Edd314759622C184272302901dc,1.10854035
0,0x0035Fc5208eF989c28d47e552E92b0C507D2B318,0.49915035
0,0x425d16B0e08a28A3Ff9e4404AE99D78C0a076C5A,0.00464535
0,0x0035Fc5208eF989c28d47e552E92b0C507D2B318,0.49915035
0,0xeDF4A91EBec2270c12991704AB010ecB93565B2d,0.002
0,0x6969ecD635A4C155dc8cd1347a5365603cF77b4c,0.15384502
0,0xDe54385137f50638703cE4CD1e89F57e966dc1D4,1.39825035
0,0xB79a5eD2dF0442c66FE395Fd19B793F8EB5557Ec,0.39925035
0,0x3b62C1Ae64a1175650fD4cE5fE847E32Ce3F9304,0.19724353
0,0xFe6f6c8C72FEaA135715CC15a4F20E1F4F716669,0.79885035
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.12657786
0,0x55B94CCEDd5024Ec1546B1943fA7DFA9E39195BB,0.00864135
0,0x55B94CCEDd5024Ec1546B1943fA7DFA9E39195BB,0.00464535
0,0x7eADb8E5d24e5b8F39fC50f40D60E1Db86Ba25B4,1.83254265
0,0x4b5160AB8EFEC1742f20A74428E08790cbc90a48,0.05959035
0,0xD9545864e669C8517082232A465A5DCA57aDAa87,0.93471435
0,0xDCBb52E10a6c3de9e6A17B40dC127A2d1eac0048,0.00144235
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0x425d16B0e08a28A3Ff9e4404AE99D78C0a076C5A,0.00414585
0,0x78993bfE37DA5a8DF2D5a8d7213A41c26B20B49D,0.00964035
0,0x72cB975059E2D2e2a68Bef930F8B66E7EeB567c0,0.19445535
0,0x55B94CCEDd5024Ec1546B1943fA7DFA9E39195BB,0.03961035
0,0x573B7d4ADa96F5CDCC55756A39Bd521D1EE70BB0,0.00964035
0,0x573B7d4ADa96F5CDCC55756A39Bd521D1EE70BB0,0.13951035
0,0x4b5160AB8EFEC1742f20A74428E08790cbc90a48,0.19945035
0,0xA64c7925E25C728D8105896c74D823b8BBb0F127,0.05959035
0,0x640cDcD8642C819a214a8a6d7d2DFdb935048368,0.13890964
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.1257793
0,0x1F92fC15bCbEB4dD24EeFbead8d7aeE409f891DC,0.09955035
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00164835
0,0x0C5a2C72C009252f0E7312f5a1Ab87de02be6FBE,0.09955035
0,0x9A560C3ceBB3a8c0f28Efcc43f4D12e942F4eeD7,1.64443836
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.12151744
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0x20F6daC8d6857aC52049250d3d46E8a947da901F,0.74999925
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.1264882
0,0x644239848C7b402D813295893dB428aaE7CC4CB5,0.10554435
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,3.637e-05
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0xF15A780336068B58997bFd4640F008349c27636C,0.01073925
0,0xDe9aFcd9E522505Bc1F5fEbf24ED0CA783ADf697,0.02801196
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0x62ACc475F68254941e923958Fcad78e10A4CfF06,0.00016983
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.12758103
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0x0f61cc84840511E8c2079e2a55B50F9A43FAb645,0.02962035
0,0xA6e05be4Ffd76fd184EF4c815Ee12970F60F7452,0.0016589000000000003
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0x06591ae360860F26C8AeAAf1e264f2aFcF5FA1E1,0.00064935
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00045823
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0x0D2C626E4A23D6754b6a7e0e27f4F97124abF47c,0.01263735
0,0xd735958645d7EcD44F36586D2DdCD11E9789dF08,0.02962035
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0x36DA71103A48006879207C879e6c9eF0B006Cc9E,0.00064935
0,0xaA679E4Ee126f49C4c7E06BFfaE0f64562e74deb,0.12420489
0,0x9543B0836D4524fFCB85BBaeEE23d9e638859CAF,0.00064935
0,0x9543B0836D4524fFCB85BBaeEE23d9e638859CAF,5.21792685
0,0x94A468FCB53A043Bf5Cd95EF21892E02C71134Be,4.99465035
0,0x9127b83B9144f8E8FdC884dEFfA89Bd72BA85045,0.855153
0,0x67c188Ef26fac4A50Cf64C2B0dFfe6f332704568,0.77887035
0,0xAA98c7aFABbC0EA3aCdc029A9D71b9Ac83fF8cef,1.0
0,0xA1C0534EE785A30455fCd45BBdeE3a6B6227632D,0.10454535
0,0xd25E6eB12904D55F889f27Fda234FD4b659046Cc,0.09955035
0,0xd25E6eB12904D55F889f27Fda234FD4b659046Cc,0.89875035
0,0xbb275e3b695798828ABF4F27e14900C34dB6a841,0.99865035
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0xbF7D65D769E82E7B862df338223263ba33F72623,4.995e-05
0,0x425d16B0e08a28A3Ff9e4404AE99D78C0a076C5A,0.00164835
0,0x425d16B0e08a28A3Ff9e4404AE99D78C0a076C5A,0.00164835
0,0xb0A391e4D6f287595F71BEC3feCD29FdD3E9b0A4,3.6e-07
0,0xFe6f6c8C72FEaA135715CC15a4F20E1F4F716669,0.20644335
0,0xc2408C12A62a915ef083AEE70BE1115138eEcc74,0.09955035
